gene_symbol	chromosome	start	length	color	full_name	days_in_timeframe	recent_timeframe_citation_count	past_timeframe_citation_count	citation_count_delta	significance	recent_gene_rank	past_gene_rank	rank_delta
CCT8	21	29056322	17475	#73af42	chaperonin containing TCP1 subunit 8	180	8	10	-2		1620	1106	514
OLR1	12	10158300	13891	#73af42	oxidized low density lipoprotein receptor 1	180	6	8	-2		4574	2295	2279
ALG11	13	52012398	21202	#73af42	ALG11 alpha-1,2-mannosyltransferase	180	4	6	-2		6724	6947	-223
EMC3	3	10006417	4701	#73af42	ER membrane protein complex subunit 3	180	5	7	-2		5717	3746	1971
CYP2C8	10	95036772	32725	#73af42	cytochrome P450 family 2 subfamily C member 8	180	5	7	-2		5717	3746	1971
STX12	1	27773219	51224	#73af42	syntaxin 12	180	5	7	-2		5717	3746	1971
RUNX2	6	45328317	222765	#73af42	RUNX family transcription factor 2	180	7	9	-2		4164	1543	2621
NETO2	16	47077703	66242	#73af42	neuropilin and tolloid like 2	180	5	7	-2		5717	3746	1971
MBNL1	3	152299014	166766	#73af42	muscleblind like splicing regulator 1	180	6	8	-2		4574	2295	2279
GTF2I	7	74657718	102974	#73af42	general transcription factor IIi	180	8	10	-2		1620	1106	514
NLRP1	17	5501396	83113	#73af42	NLR family pyrin domain containing 1	180	7	9	-2		4164	1543	2621
AP1B1	22	29327680	60890	#73af42	adaptor related protein complex 1 subunit beta 1	180	8	10	-2		1620	1106	514
RFC1	4	39287456	78906	#73af42	replication factor C subunit 1	180	9	11	-2		395	800	-405
MAGEA3	X	152698794	3553	#73af42	MAGE family member A3	180	5	7	-2		5717	3746	1971
CTSD	11	1752755	11172	#73af42	cathepsin D	180	8	10	-2		1620	1106	514
LMAN2	5	177331567	20101	#73af42	lectin, mannose binding 2	180	5	7	-2		5717	3746	1971
ZC3H18	16	88570403	61561	#73af42	zinc finger CCCH-type containing 18	180	8	10	-2		1620	1106	514
ATAD3B	1	1477849	19999	#73af42	ATPase family AAA domain containing 3B	180	9	11	-2		395	800	-405
DAZAP2	12	51238724	5209	#73af42	DAZ associated protein 2	180	5	7	-2		5717	3746	1971
ESRP1	8	94641174	66292	#73af42	epithelial splicing regulatory protein 1	180	6	8	-2		4574	2295	2279
PIGS	17	28553387	18137	#73af42	phosphatidylinositol glycan anchor biosynthesis class S	180	5	7	-2		5717	3746	1971
AAAS	12	53307460	14150	#73af42	aladin WD repeat nucleoporin	180	8	10	-2		1620	1106	514
LSS	21	46188446	40378	#73af42	lanosterol synthase	180	5	7	-2		5717	3746	1971
AJUBA	14	22971177	5665	#73af42	ajuba LIM protein	180	5	7	-2		5717	3746	1971
SLC12A6	15	34229784	107232	#73af42	solute carrier family 12 member 6	180	5	7	-2		5717	3746	1971
SEPTIN7	7	35801219	104088	#73af42	septin 7	180	5	7	-2		5717	3746	1971
CAPZA1	1	112619832	51782	#73af42	capping actin protein of muscle Z-line subunit alpha 1	180	8	10	-2		1620	1106	514
FABP7	6	122749201	34876	#73af42	fatty acid binding protein 7	180	5	7	-2		5717	3746	1971
QKI	6	163414718	163873	#73af42	QKI, KH domain containing RNA binding	180	9	11	-2		395	800	-405
C5orf46	5	147892722	13816	#73af42	chromosome 5 open reading frame 46	180	5	7	-2		5717	3746	1971
BOLA3	2	74135400	12512	#73af42	bolA family member 3	180	5	7	-2		5717	3746	1971
PEX14	1	10474950	155808	#73af42	peroxisomal biogenesis factor 14	180	7	9	-2		4164	1543	2621
GTPBP4	10	988434	31496	#73af42	GTP binding protein 4	180	9	11	-2		395	800	-405
IPO13	1	43946950	21072	#73af42	importin 13	180	4	6	-2		6724	6947	-223
A2M	12	9067708	48521	#73af42	alpha-2-macroglobulin	180	6	8	-2		4574	2295	2279
TDG	12	103965872	23002	#73af42	thymine DNA glycosylase	180	5	7	-2		5717	3746	1971
PABPN1	14	23321457	4728	#73af42	poly(A) binding protein nuclear 1	180	6	8	-2		4574	2295	2279
MTARC1	1	220786913	32746	#73af42	mitochondrial amidoxime reducing component 1	180	8	10	-2		1620	1106	514
TERF1	8	73008864	39259	#73af42	telomeric repeat binding factor 1	180	5	7	-2		5717	3746	1971
ATP2C1	3	130850595	166116	#73af42	ATPase secretory pathway Ca2+ transporting 1	180	9	11	-2		395	800	-405
PRKAG1	12	49002274	16502	#73af42	protein kinase AMP-activated non-catalytic subunit gamma 1	180	8	10	-2		1620	1106	514
TBL3	16	1972053	10866	#73af42	transducin beta like 3	180	9	11	-2		395	800	-405
ADPGK	15	72751294	32464	#73af42	ADP dependent glucokinase	180	5	7	-2		5717	3746	1971
NRP2	2	205682500	61198	#73af42	neuropilin 2	180	4	6	-2		6724	6947	-223
RNASE1	14	20801228	1136	#73af42	ribonuclease A family member 1, pancreatic	180	5	7	-2		5717	3746	1971
EGFL7	9	136658856	13822	#73af42	EGF like domain multiple 7	180	4	6	-2		6724	6947	-223
SLC25A6	X|Y	1386152	5961	#73af42	solute carrier family 25 member 6	180	9	11	-2		395	800	-405
PGRMC2	4	128269242	18571	#73af42	progesterone receptor membrane component 2	180	9	11	-2		395	800	-405
OSM	22	30262830	3410	#73af42	oncostatin M	180	6	8	-2		4574	2295	2279
LRSAM1	9	127452255	51246	#73af42	leucine rich repeat and sterile alpha motif containing 1	180	5	7	-2		5717	3746	1971
BTRC	10	101354165	203148	#73af42	beta-transducin repeat containing E3 ubiquitin protein ligase	180	6	8	-2		4574	2295	2279
COX5A	15	74919791	18282	#73af42	cytochrome c oxidase subunit 5A	180	9	11	-2		395	800	-405
CLINT1	5	157785747	73398	#73af42	clathrin interactor 1	180	5	7	-2		5717	3746	1971
NDRG1	8	133237175	60077	#73af42	N-myc downstream regulated 1	180	7	9	-2		4164	1543	2621
NEU1	6	31857659	5162	#73af42	neuraminidase 1	180	5	7	-2		5717	3746	1971
RBM10	X	47145221	41592	#73af42	RNA binding motif protein 10	180	9	11	-2		395	800	-405
NOC4L	12	132144457	8011	#73af42	nucleolar complex associated 4 homolog	180	6	8	-2		4574	2295	2279
C15orf48	15	45430529	2920	#73af42	chromosome 15 open reading frame 48	180	5	7	-2		5717	3746	1971
GSR	8	30678063	49936	#73af42	glutathione-disulfide reductase	180	6	8	-2		4574	2295	2279
MIR628	15	55372940	94	#73af42	microRNA 628	180	5	7	-2		5717	3746	1971
SERPINF1	17	1762804	14770	#73af42	serpin family F member 1	180	5	7	-2		5717	3746	1971
NRF1	7	129611720	145356	#73af42	nuclear respiratory factor 1	180	6	8	-2		4574	2295	2279
LPA	6	160531482	132793	#73af42	lipoprotein(a)	180	9	11	-2		395	800	-405
LCLAT1	2	30447246	196979	#73af42	lysocardiolipin acyltransferase 1	180	4	6	-2		6724	6947	-223
RHEB	7	151466012	53883	#73af42	Ras homolog, mTORC1 binding	180	6	8	-2		4574	2295	2279
RPL37A	2	216498844	5242	#73af42	ribosomal protein L37a	180	6	8	-2		4574	2295	2279
NTRK3	15	87977365	278814	#73af42	neurotrophic receptor tyrosine kinase 3	180	6	8	-2		4574	2295	2279
PKD1	16	2088708	47190	#73af42	polycystin 1, transient receptor potential channel interacting	180	6	8	-2		4574	2295	2279
SLC12A4	16	67943474	23320	#73af42	solute carrier family 12 member 4	180	5	7	-2		5717	3746	1971
FBXO4	5	41925252	16318	#73af42	F-box protein 4	180	5	7	-2		5717	3746	1971
ACVR1B	12	51951699	45379	#73af42	activin A receptor type 1B	180	4	6	-2		6724	6947	-223
DLK1	14	100726892	11332	#73af42	delta like non-canonical Notch ligand 1	180	6	8	-2		4574	2295	2279
TRAPPC5	19	7680833	6870	#73af42	trafficking protein particle complex subunit 5	180	4	6	-2		6724	6947	-223
ALYREF	17	81887835	3752	#73af42	Aly/REF export factor	180	9	11	-2		395	800	-405
ATAD3A	1	1512162	22523	#73af42	ATPase family AAA domain containing 3A	180	10	12	-2		156	589	-433
RAB21	12	71754863	45423	#73af42	RAB21, member RAS oncogene family	180	5	7	-2		5717	3746	1971
MAP2K1	15	66386873	104671	#73af42	mitogen-activated protein kinase kinase 1	180	9	11	-2		395	800	-405
EIF3H	8	116642131	113692	#73af42	eukaryotic translation initiation factor 3 subunit H	180	8	10	-2		1620	1106	514
PUM3	9	2804155	39940	#73af42	pumilio RNA binding family member 3	180	8	10	-2		1620	1106	514
PYGL	14	50905217	39266	#73af42	glycogen phosphorylase L	180	6	8	-2		4574	2295	2279
ABHD5	3	43690870	31855	#73af42	abhydrolase domain containing 5, lysophosphatidic acid acyltransferase	180	5	7	-2		5717	3746	1971
SNRNP200	2	96274338	31208	#73af42	small nuclear ribonucleoprotein U5 subunit 200	180	9	11	-2		395	800	-405
MIR29B1	7	130877459	80	#73af42	microRNA 29b-1	180	5	7	-2		5717	3746	1971
RBMX	X	136869192	11533	#73af42	RNA binding motif protein X-linked	180	8	10	-2		1620	1106	514
APOOL	X	85003877	89438	#73af42	apolipoprotein O like	180	5	7	-2		5717	3746	1971
SFRP4	7	37905933	10884	#73af42	secreted frizzled related protein 4	180	6	8	-2		4574	2295	2279
GANAB	11	62624830	21783	#73af42	glucosidase II alpha subunit	180	9	11	-2		395	800	-405
PITPNA-AS1	17	1516919	1177	#73af42	PITPNA antisense RNA 1	180	5	7	-2		5717	3746	1971
RPL11	1	23691779	4647	#73af42	ribosomal protein L11	180	9	11	-2		395	800	-405
CDC45	22	19479920	40688	#73af42	cell division cycle 45	180	6	8	-2		4574	2295	2279
RPL26	17	8377516	5677	#73af42	ribosomal protein L26	180	7	9	-2		4164	1543	2621
TIMM17A	1	201955503	15161	#73af42	translocase of inner mitochondrial membrane 17A	180	4	6	-2		6724	6947	-223
PPIB	15	64155815	7340	#73af42	peptidylprolyl isomerase B	180	9	11	-2		395	800	-405
MRPS21	1	150293842	15137	#73af42	mitochondrial ribosomal protein S21	180	6	8	-2		4574	2295	2279
TNFSF13B	13	108269629	38855	#73af42	TNF superfamily member 13b	180	9	11	-2		395	800	-405
GDF11	12	55743122	14142	#73af42	growth differentiation factor 11	180	7	9	-2		4164	1543	2621
UBE2M	19	58555712	2899	#73af42	ubiquitin conjugating enzyme E2 M	180	6	8	-2		4574	2295	2279
CDK12	17	39461486	73079	#73af42	cyclin dependent kinase 12	180	8	10	-2		1620	1106	514
LTBP1	2	32946953	452555	#73af42	latent transforming growth factor beta binding protein 1	180	5	7	-2		5717	3746	1971
SARS2	19	324939	15496	#73af42	seryl-tRNA synthetase 2, mitochondrial	180	6	8	-2		4574	2295	2279
STXBP1	9	127612277	83752	#73af42	syntaxin binding protein 1	180	6	8	-2		4574	2295	2279
HSF1	8	22207	23116	#73af42	heat shock transcription factor 1	180	7	9	-2		4164	1543	2621
SLC2A3	12	7919230	16957	#73af42	solute carrier family 2 member 3	180	5	7	-2		5717	3746	1971
FPR2	19	51761180	9351	#73af42	formyl peptide receptor 2	180	6	8	-2		4574	2295	2279
IRF4	6	391752	19691	#73af42	interferon regulatory factor 4	180	5	7	-2		5717	3746	1971
RAB9A	X	13689128	21376	#73af42	RAB9A, member RAS oncogene family	180	5	7	-2		5717	3746	1971
MAFG	17	81918270	9465	#73af42	MAF bZIP transcription factor G	180	5	7	-2		5717	3746	1971
PML	15	73994673	48703	#73af42	PML nuclear body scaffold	180	9	11	-2		395	800	-405
NECTIN4	1	161070998	18560	#73af42	nectin cell adhesion molecule 4	180	5	7	-2		5717	3746	1971
B3GAT3	11	62615296	6690	#73af42	beta-1,3-glucuronyltransferase 3	180	5	7	-2		5717	3746	1971
SPIN1	9	88388444	90250	#73af42	spindlin 1	180	6	8	-2		4574	2295	2279
SLFN11	17	35350310	23311	#73af42	schlafen family member 11	180	6	8	-2		4574	2295	2279
MIR210	11	97744	109	#73af42	microRNA 210	180	11	13	-2		96	465	-369
RAD54B	8	94371960	64984	#73af42	RAD54 homolog B	180	5	7	-2		5717	3746	1971
TCIRG1	11	68042980	7919	#73af42	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3	180	4	6	-2		6724	6947	-223
PSPC1	13	19674752	108193	#73af42	paraspeckle component 1	180	8	10	-2		1620	1106	514
OPA3	19	45546281	38521	#73af42	outer mitochondrial membrane lipid metabolism regulator OPA3	180	5	7	-2		5717	3746	1971
MRPS31	13	40729128	42062	#73af42	mitochondrial ribosomal protein S31	180	9	11	-2		395	800	-405
RRM2B	8	102204502	34459	#73af42	ribonucleotide reductase regulatory TP53 inducible subunit M2B	180	5	7	-2		5717	3746	1971
LPAR5	12	6618835	12814	#73af42	lysophosphatidic acid receptor 5	180	6	8	-2		4574	2295	2279
CANT1	17	78991716	18048	#73af42	calcium activated nucleotidase 1	180	5	7	-2		5717	3746	1971
IDH2	15	90083980	16641	#73af42	isocitrate dehydrogenase (NADP(+)) 2	180	11	13	-2		96	465	-369
SLC19A2	1	169463911	22033	#73af42	solute carrier family 19 member 2	180	4	6	-2		6724	6947	-223
KIF5C	2	13805	82326	#73af42	kinesin family member 5C	180	4	6	-2		6724	6947	-223
ATP2B4	1	203626832	117249	#73af42	ATPase plasma membrane Ca2+ transporting 4	180	7	9	-2		4164	1543	2621
DTWD2	5	118836074	152146	#73af42	DTW domain containing 2	180	4	6	-2		6724	6947	-223
DRD1	5	175440036	4146	#73af42	dopamine receptor D1	180	6	8	-2		4574	2295	2279
RRAGA	9	19049427	1596	#73af42	Ras related GTP binding A	180	8	10	-2		1620	1106	514
SLIT2	4	20251905	368656	#73af42	slit guidance ligand 2	180	8	10	-2		1620	1106	514
RPL14	3	40457339	11248	#73af42	ribosomal protein L14	180	9	11	-2		395	800	-405
MIR202	10	133247511	109	#73af42	microRNA 202	180	6	8	-2		4574	2295	2279
TECR	19	14529594	36386	#73af42	trans-2,3-enoyl-CoA reductase	180	9	11	-2		395	800	-405
ACADS	12	120725826	14182	#73af42	acyl-CoA dehydrogenase short chain	180	4	6	-2		6724	6947	-223
RARRES2	7	150338329	3300	#73af42	retinoic acid receptor responder 2	180	6	8	-2		4574	2295	2279
OSBPL3	7	24796537	96084	#73af42	oxysterol binding protein like 3	180	8	10	-2		1620	1106	514
WBP2	17	75845699	9636	#73af42	WW domain binding protein 2	180	4	6	-2		6724	6947	-223
AKAP8L	19	15380050	38938	#73af42	A-kinase anchoring protein 8 like	180	8	10	-2		1620	1106	514
NME3	16	1770320	1389	#73af42	NME/NM23 nucleoside diphosphate kinase 3	180	5	7	-2		5717	3746	1971
NSDHL	X	152830967	38396	#73af42	NAD(P) dependent steroid dehydrogenase-like	180	9	11	-2		395	800	-405
IDH3B	20	2658395	5821	#73af42	isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta	180	8	10	-2		1620	1106	514
MMACHC	1	45500300	13082	#73af42	metabolism of cobalamin associated C	180	6	8	-2		4574	2295	2279
FANCA	16	89798354	18293	#73af42	FA complementation group A	180	6	8	-2		4574	2295	2279
PTCH1	9	95442980	66286	#73af42	patched 1	180	9	11	-2		395	800	-405
DNAJC7	17	41976435	41004	#73af42	DnaJ heat shock protein family (Hsp40) member C7	180	9	11	-2		395	800	-405
OGDH	7	44606627	69951	#73af42	oxoglutarate dehydrogenase	180	6	8	-2		4574	2295	2279
APOBEC3B	22	38982347	10432	#73af42	apolipoprotein B mRNA editing enzyme catalytic subunit 3B	180	6	8	-2		4574	2295	2279
DDX21	10	68956440	28629	#73af42	DExD-box helicase 21	180	10	12	-2		156	589	-433
PRRC1	5	127517640	37445	#73af42	proline rich coiled-coil 1	180	4	6	-2		6724	6947	-223
SLC7A5	16	87830023	39484	#73af42	solute carrier family 7 member 5	180	9	11	-2		395	800	-405
PRAF2	X	49071161	2841	#73af42	PRA1 domain family member 2	180	5	7	-2		5717	3746	1971
MIR524	19	53711002	86	#73af42	microRNA 524	180	4	6	-2		6724	6947	-223
PRKCD	3	53161209	31508	#73af42	protein kinase C delta	180	10	12	-2		156	589	-433
HCCS	X	11111332	11752	#73af42	holocytochrome c synthase	180	8	10	-2		1620	1106	514
ME1	6	83210402	220649	#73af42	malic enzyme 1	180	6	8	-2		4574	2295	2279
FOXO4	X	71095851	7681	#73af42	forkhead box O4	180	6	8	-2		4574	2295	2279
TBL1XR1	3	177019344	178138	#73af42	TBL1X receptor 1	180	8	10	-2		1620	1106	514
ACAD10	12	111686053	71046	#73af42	acyl-CoA dehydrogenase family member 10	180	4	6	-2		6724	6947	-223
ERP44	9	99979188	119812	#73af42	endoplasmic reticulum protein 44	180	8	10	-2		1620	1106	514
RRM1	11	4116078	22847	#73af42	ribonucleotide reductase catalytic subunit M1	180	7	9	-2		4164	1543	2621
PADI3	1	91612	35134	#73af42	peptidyl arginine deiminase 3	180	6	8	-2		4574	2295	2279
RPS3A	4	151099628	5014	#73af42	ribosomal protein S3A	180	9	11	-2		395	800	-405
SMARCE1	17	40624962	22856	#73af42	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	180	8	10	-2		1620	1106	514
RFT1	3	53088485	41950	#73af42	RFT1 homolog	180	5	7	-2		5717	3746	1971
UFD1	22	19449911	29282	#73af42	ubiquitin recognition factor in ER associated degradation 1	180	5	7	-2		5717	3746	1971
ACY1	3	51983535	5662	#73af42	aminoacylase 1	180	6	8	-2		4574	2295	2279
VPS11	11	119067752	14226	#73af42	VPS11 core subunit of CORVET and HOPS complexes	180	6	8	-2		4574	2295	2279
HLA-DRB1	6	3934019	77428	#73af42	major histocompatibility complex, class II, DR beta 1	180	6	8	-2		4574	2295	2279
HLA-DQB1	6	32659468	7189	#73af42	major histocompatibility complex, class II, DQ beta 1	180	6	8	-2		4574	2295	2279
ZDHHC17	12	76764074	89627	#73af42	zinc finger DHHC-type palmitoyltransferase 17	180	6	8	-2		4574	2295	2279
RAD21	8	116845934	28842	#73af42	RAD21 cohesin complex component	180	9	11	-2		395	800	-405
UQCC1	20	35302566	109576	#73af42	ubiquinol-cytochrome c reductase complex assembly factor 1	180	8	10	-2		1620	1106	514
PRDX3	10	119167720	11092	#73af42	peroxiredoxin 3	180	8	10	-2		1620	1106	514
AHNAK2	14	104937253	33254	#73af42	AHNAK nucleoprotein 2	180	8	10	-2		1620	1106	514
AP2A1	19	49767001	40113	#73af42	adaptor related protein complex 2 subunit alpha 1	180	5	7	-2		5717	3746	1971
MYEF2	15	48152307	25988	#73af42	myelin expression factor 2	180	5	7	-2		5717	3746	1971
RPL13	16	89560657	6172	#73af42	ribosomal protein L13	180	9	11	-2		395	800	-405
YBX3	12	10699089	24234	#73af42	Y-box binding protein 3	180	8	10	-2		1620	1106	514
RPLP2	11	809967	2909	#73af42	ribosomal protein lateral stalk subunit P2	180	9	11	-2		395	800	-405
CDC7	1	91500847	24917	#73af42	cell division cycle 7	180	6	8	-2		4574	2295	2279
SLC35A2	X	48903183	8463	#73af42	solute carrier family 35 member A2	180	5	7	-2		5717	3746	1971
UBA52	19	18571857	5693	#73af42	ubiquitin A-52 residue ribosomal protein fusion product 1	180	8	10	-2		1620	1106	514
HIGD2A	5	176388751	1010	#73af42	HIG1 hypoxia inducible domain family member 2A	180	5	7	-2		5717	3746	1971
PDPR	16	70114332	48205	#73af42	pyruvate dehydrogenase phosphatase regulatory subunit	180	6	8	-2		4574	2295	2279
SUGT1	13	52652836	48072	#73af42	SGT1 homolog, MIS12 kinetochore complex assembly cochaperone	180	6	8	-2		4574	2295	2279
SETD2	3	47016408	147705	#73af42	SET domain containing 2, histone lysine methyltransferase	180	9	11	-2		395	800	-405
NME4	16	397199	3555	#73af42	NME/NM23 nucleoside diphosphate kinase 4	180	9	11	-2		395	800	-405
HSPB8	12	119178790	15956	#73af42	heat shock protein family B (small) member 8	180	5	7	-2		5717	3746	1971
IARS2	1	220094132	53909	#73af42	isoleucyl-tRNA synthetase 2, mitochondrial	180	6	8	-2		4574	2295	2279
GPAT4	8	41578200	46801	#73af42	glycerol-3-phosphate acyltransferase 4	180	6	8	-2		4574	2295	2279
MSI2	17	57255851	428838	#73af42	musashi RNA binding protein 2	180	6	8	-2		4574	2295	2279
DLL4	15	40929340	9733	#73af42	delta like canonical Notch ligand 4	180	5	7	-2		5717	3746	1971
MIR129-2	11	43581394	89	#73af42	microRNA 129-2	180	5	7	-2		5717	3746	1971
ABCE1	4	145098311	31213	#73af42	ATP binding cassette subfamily E member 1	180	8	10	-2		1620	1106	514
DSG2	18	31498177	50830	#73af42	desmoglein 2	180	11	13	-2		96	465	-369
TNRC6B	22	40044817	290991	#73af42	trinucleotide repeat containing adaptor 6B	180	8	10	-2		1620	1106	514
IRF6	1	209785623	20552	#73af42	interferon regulatory factor 6	180	6	8	-2		4574	2295	2279
MSTN	2	190055700	7029	#73af42	myostatin	180	6	8	-2		4574	2295	2279
IFIH1	2	162267074	51610	#73af42	interferon induced with helicase C domain 1	180	8	10	-2		1620	1106	514
WDR26	1	224385147	49650	#73af42	WD repeat domain 26	180	7	9	-2		4164	1543	2621
LARP4B	10	809497	122208	#73af42	La ribonucleoprotein 4B	180	8	10	-2		1620	1106	514
PUM1	1	30931506	134211	#73af42	pumilio RNA binding family member 1	180	8	10	-2		1620	1106	514
SPTLC2	14	77505997	110770	#73af42	serine palmitoyltransferase long chain base subunit 2	180	6	8	-2		4574	2295	2279
SLC22A5	5	132369710	25902	#73af42	solute carrier family 22 member 5	180	5	7	-2		5717	3746	1971
JAG1	20	10637684	36315	#73af42	jagged canonical Notch ligand 1	180	8	10	-2		1620	1106	514
PPP1CB	2	28751748	51192	#73af42	protein phosphatase 1 catalytic subunit beta	180	8	10	-2		1620	1106	514
WDR43	2	28894667	53552	#73af42	WD repeat domain 43	180	8	10	-2		1620	1106	514
MAIP1	2	199955317	8800	#73af42	matrix AAA peptidase interacting protein 1	180	5	7	-2		5717	3746	1971
FAM20C	7	184892	3161	#73af42	FAM20C golgi associated secretory pathway kinase	180	4	6	-2		6724	6947	-223
ABCB11	2	168920781	110543	#73af42	ATP binding cassette subfamily B member 11	180	5	7	-2		5717	3746	1971
KIF11	10	92593130	62265	#73af42	kinesin family member 11	180	9	11	-2		395	800	-405
ACTR3	2	113890089	72507	#73af42	actin related protein 3	180	8	10	-2		1620	1106	514
CEP131	17	81189596	33369	#73af42	centrosomal protein 131	180	9	11	-2		395	800	-405
SGPL1	10	70815948	65227	#73af42	sphingosine-1-phosphate lyase 1	180	8	10	-2		1620	1106	514
COIL	17	56938200	22850	#73af42	coilin	180	8	10	-2		1620	1106	514
CHRNA3	15	78593053	27943	#73af42	cholinergic receptor nicotinic alpha 3 subunit	180	5	7	-2		5717	3746	1971
MIR215	1	220117853	109	#73af42	microRNA 215	180	6	8	-2		4574	2295	2279
TMEM135	11	87037934	290890	#73af42	transmembrane protein 135	180	5	7	-2		5717	3746	1971
HSD17B12	11	43680738	175874	#73af42	hydroxysteroid 17-beta dehydrogenase 12	180	8	10	-2		1620	1106	514
ORAI1	12	32326	15485	#73af42	ORAI calcium release-activated calcium modulator 1	180	7	9	-2		4164	1543	2621
