gene_symbol	chromosome	start	length	color	full_name	days_in_timeframe	recent_timeframe_citation_count	prior_timeframe_citation_count	citation_count_delta	significance	recent_gene_rank	prior_gene_rank	rank_delta
Pgap4	5	64848657	1770	#73af42	post-GPI attachment to proteins GalNAc transferase 4	180	0	0	0		270	670	-400
Abca8a	10	98319480	70904	#73af42	ATP-binding cassette, subfamily A (ABC1), member 8a	180	0	0	0		270	670	-400
Ppp1r9a	4	29978739	263172	#73af42	protein phosphatase 1, regulatory subunit 9A	180	0	0	0		270	670	-400
Cyth1	10	107199695	81540	#73af42	cytohesin 1	180	0	0	0		270	670	-400
Gp1bb	11	86520992	1177	#73af42	glycoprotein Ib platelet subunit beta	180	0	0	0		270	670	-400
Higd1a	8	130482492	9396	#73af42	HIG1 hypoxia inducible domain family, member 1A	180	0	0	0		270	670	-400
Cry2	3	81314151	29958	#73af42	cryptochrome circadian regulator 2	180	0	0	0		270	670	-400
Gata3	17	72430817	19323	#73af42	GATA binding protein 3	180	0	0	0		270	670	-400
Pnma1	6	107631227	1785	#73af42	PNMA family member 1	180	0	0	0		270	670	-400
Trim63	5	152533362	13776	#73af42	tripartite motif containing 63	180	0	0	0		270	670	-400
Slco1a6	4	176345671	35806	#73af42	solute carrier organic anion transporter family, member 1a6	180	0	0	0		270	670	-400
Khdrbs1	5	147927146	25947	#73af42	KH RNA binding domain containing, signal transduction associated 1	180	0	0	0		270	670	-400
Galnt10	10	43067316	141676	#73af42	polypeptide N-acetylgalactosaminyltransferase 10	180	0	0	0		270	670	-400
Srd5a3	14	34556219	14149	#73af42	steroid 5 alpha-reductase 3	180	0	0	0		270	670	-400
Cenpl	13	78886163	14862	#73af42	centromere protein L	180	0	0	0		270	670	-400
Tmprss11d	14	23377333	15660	#73af42	transmembrane serine protease 11D	180	0	0	0		270	670	-400
Fkbp9	4	87167514	66684	#73af42	FKBP prolyl isomerase 9	180	0	0	0		270	670	-400
Cdc25a	8	117953444	18075	#73af42	cell division cycle 25A	180	0	0	0		270	670	-400
Rab29	13	48644668	5410	#73af42	RAB29, member RAS oncogene family	180	0	0	0		270	670	-400
Blcap	3	154040165	1934	#73af42	BLCAP, apoptosis inducing factor	180	0	0	0		270	670	-400
Slc38a3	8	116406289	16039	#73af42	solute carrier family 38, member 3	180	0	0	0		270	670	-400
Sipa1l1	6	106052212	111037	#73af42	signal-induced proliferation-associated 1 like 1	180	0	0	0		270	670	-400
Alox15b	10	55774173	9316	#73af42	arachidonate 15-lipoxygenase, type B	180	0	0	0		270	670	-400
Nsmaf	5	19499664	59580	#73af42	neutral sphingomyelinase activation associated factor	180	0	0	0		270	670	-400
Npc2	6	108467410	20920	#73af42	NPC intracellular cholesterol transporter 2	180	0	0	0		270	670	-400
Brinp2	13	75948679	100684	#73af42	BMP/retinoic acid inducible neural specific 2	180	0	0	0		270	670	-400
Sclt1	2	128523599	151602	#73af42	sodium channel and clathrin linker 1	180	0	0	0		270	670	-400
Rab8b	8	72641680	72966	#73af42	RAB8B, member RAS oncogene family	180	0	0	0		270	670	-400
Clrn1	2	149049925	38862	#73af42	clarin 1	180	0	0	0		270	670	-400
Riox2	11	43006209	22513	#73af42	ribosomal oxygenase 2	180	0	0	0		270	670	-400
Masp2	5	165415161	14696	#73af42	MBL associated serine protease 2	180	0	0	0		270	670	-400
Sptan1	3	8534440	64818	#73af42	spectrin, alpha, non-erythrocytic 1	180	0	0	0		270	670	-400
Has3	19	39063998	9427	#73af42	hyaluronan synthase 3	180	0	0	0		270	670	-400
Has1	1	59720612	11797	#73af42	hyaluronan synthase 1	180	0	0	0		270	670	-400
Scpep1	10	76230371	33495	#73af42	serine carboxypeptidase 1	180	0	0	0		270	670	-400
Naa60	10	11881738	20027	#73af42	N(alpha)-acetyltransferase 60, NatF catalytic subunit	180	0	0	0		270	670	-400
Aste1	8	113936991	10526	#73af42	asteroid homolog 1	180	0	0	0		270	670	-400
Eno4	1	280103695	23378	#73af42	enolase 4	180	0	0	0		270	670	-400
Mt2A	19	11307966	774	#73af42	metallothionein 2A	180	0	0	0		270	670	-400
Gsdmc	7	104474418	12292	#73af42	gasdermin C	180	0	0	0		270	670	-400
Washc1	9	113918916	17945	#73af42	WASH complex subunit 1	180	0	0	0		270	670	-400
Nectin4	13	89755665	18518	#73af42	nectin cell adhesion molecule 4	180	0	0	0		270	670	-400
Cfap126	13	89480058	15891	#73af42	cilia and flagella associated protein 126	180	0	0	0		270	670	-400
LOC100909675	4	7818643	4215	#73af42	uncharacterized LOC100909675	180	0	0	0		270	670	-400
Grk5	1	282265422	197190	#73af42	G protein-coupled receptor kinase 5	180	0	0	0		270	670	-400
Ramp2	10	89167183	1779	#73af42	receptor activity modifying protein 2	180	0	0	0		270	670	-400
Ramp1	9	98313632	50573	#73af42	receptor activity modifying protein 1	180	0	0	0		270	670	-400
Hpgds	4	95946023	24643	#73af42	hematopoietic prostaglandin D synthase	180	0	0	0		270	670	-400
Cyp2c12	1	258709726	57147	#73af42	cytochrome P450, family 2, subfamily c, polypeptide 12	180	0	0	0		270	670	-400
Kcnj11	1	102103094	3033	#73af42	potassium inwardly-rectifying channel, subfamily J, member 11	180	0	0	0		270	670	-400
Nkx6-1	14	9555264	6927	#73af42	NK6 homeobox 1	180	0	0	0		270	670	-400
Slc27a2	3	119014620	37911	#73af42	solute carrier family 27 member 2	180	0	0	0		270	670	-400
Pgk1	X	77263399	15974	#73af42	phosphoglycerate kinase 1	180	0	0	0		270	670	-400
Asip	3	150492010	87860	#73af42	agouti signaling protein	180	0	0	0		270	670	-400
Sec14l4	14	84274550	16044	#73af42	SEC14-like lipid binding 4	180	0	0	0		270	670	-400
Gstt2	20	13760810	3671	#73af42	glutathione S-transferase, theta 2	180	0	0	0		270	670	-400
Rxra	3	6211816	83538	#73af42	retinoid X receptor alpha	180	0	0	0		270	670	-400
Dync1i1	4	30807879	313212	#73af42	dynein cytoplasmic 1 intermediate chain 1	180	0	0	0		270	670	-400
Evl	6	132470279	119963	#73af42	Enah/Vasp-like	180	0	0	0		270	670	-400
Csnk1g2	7	11944958	18310	#73af42	casein kinase 1, gamma 2	180	0	0	0		270	670	-400
Rassf9	7	44146345	31834	#73af42	Ras association domain family member 9	180	0	0	0		270	670	-400
Dpysl5	6	26939697	84432	#73af42	dihydropyrimidinase-like 5	180	0	0	0		270	670	-400
Fat2	10	40583025	99573	#73af42	FAT atypical cadherin 2	180	0	0	0		270	670	-400
Rhag	9	23465190	27891	#73af42	Rh-associated glycoprotein	180	0	0	0		270	670	-400
Chrna10	1	167206722	4197	#73af42	cholinergic receptor nicotinic alpha 10 subunit	180	0	0	0		270	670	-400
Vax1	1	280334897	3916	#73af42	ventral anterior homeobox 1	180	0	0	0		270	670	-400
Galp	1	71352417	22040	#73af42	galanin-like peptide	180	0	0	0		270	670	-400
Mst1r	8	116686601	13531	#73af42	macrophage stimulating 1 receptor	180	0	0	0		270	670	-400
Actl11	8	116708027	3689	#73af42	actin-like 11	180	0	0	0		270	670	-400
Ccnc	5	35865684	18048	#73af42	cyclin C	180	0	0	0		270	670	-400
Arhgap9	7	70614609	6283	#73af42	Rho GTPase activating protein 9	180	0	0	0		270	670	-400
Lamc2	13	70566643	59609	#73af42	laminin subunit gamma 2	180	0	0	0		270	670	-400
Catsper3	17	8900041	25326	#73af42	cation channel, sperm associated 3	180	0	0	0		270	670	-400
Incenp	1	225926173	26343	#73af42	inner centromere protein	180	0	0	0		270	670	-400
Tor4a	3	2407857	3687	#73af42	torsin family 4, member A	180	0	0	0		270	670	-400
Vopp1	4	88441067	74071	#73af42	VOPP1 WW domain binding protein	180	0	0	0		270	670	-400
Prcc	2	187232458	25682	#73af42	proline rich mitotic checkpoint control factor	180	0	0	0		270	670	-400
LOC683469	16	15105838	5747	#73af42	similar to RNA polymerase II transcription factor SIII subunit A2	180	0	0	0		270	670	-400
Tfap2b	9	25410669	29747	#73af42	transcription factor AP-2 beta	180	0	0	0		270	670	-400
Ndufaf1	3	111458826	10361	#73af42	NADH:ubiquinone oxidoreductase complex assembly factor 1	180	0	0	0		270	670	-400
Wdr73	1	142711955	8337	#73af42	WD repeat domain 73	180	0	0	0		270	670	-400
Stoml3	2	142717281	9745	#73af42	stomatin like 3	180	0	0	0		270	670	-400
Fgd6	7	34951878	111128	#73af42	FYVE, RhoGEF and PH domain containing 6	180	0	0	0		270	670	-400
Zfp763	7	15297004	18241	#73af42	zinc finger protein 763	180	0	0	0		270	670	-400
Ankrd33b	2	84361061	75851	#73af42	ankyrin repeat domain 33B	180	0	0	0		270	670	-400
Coa4	1	165549344	3229	#73af42	cytochrome c oxidase assembly factor 4 homolog	180	0	0	0		270	670	-400
H2aj	4	170766900	484	#73af42	H2A.J histone	180	0	0	0		270	670	-400
Trpm4	1	101293300	29887	#73af42	transient receptor potential cation channel, subfamily M, member 4	180	0	0	0		270	670	-400
Rbbp8	18	3163214	64486	#73af42	RB binding protein 8, endonuclease	180	0	0	0		270	670	-400
Lims1	20	27954567	47423	#73af42	LIM zinc finger domain containing 1	180	0	0	0		270	670	-400
Myo1f	7	18440742	50721	#73af42	myosin IF	180	0	0	0		270	670	-400
Wdr74	1	224933920	4739	#73af42	WD repeat domain 74	180	0	0	0		270	670	-400
Mir770	6	133682965	75	#73af42	microRNA 770	180	0	0	0		270	670	-400
Mir423	10	63098366	78	#73af42	microRNA 423	180	0	0	0		270	670	-400
Rabl2	7	130556056	8608	#73af42	RAB, member of RAS oncogene family like 2	180	0	0	0		270	670	-400
Gdf6	5	23056345	16321	#73af42	growth differentiation factor 6	180	0	0	0		270	670	-400
Adgrg5	19	10495517	17832	#73af42	adhesion G protein-coupled receptor G5	180	0	0	0		270	670	-400
Ubxn2b	5	19285396	23167	#73af42	UBX domain protein 2B	180	0	0	0		270	670	-400
Slc35c1	3	81361095	6535	#73af42	solute carrier family 35 member C1	180	0	0	0		270	670	-400
Tox	5	19892698	297023	#73af42	thymocyte selection-associated high mobility group box	180	0	0	0		270	670	-400
Prrg2	1	101047531	7320	#73af42	proline rich and Gla domain 2	180	0	0	0		270	670	-400
Emc1	5	157820908	25318	#73af42	ER membrane protein complex subunit 1	180	0	0	0		270	670	-400
Rnf121	1	167096154	62211	#73af42	ring finger protein 121	180	0	0	0		270	670	-400
Ifi44	2	256897778	17785	#73af42	interferon-induced protein 44	180	0	0	0		270	670	-400
Ccdc25	15	42522108	31290	#73af42	coiled-coil domain containing 25	180	0	0	0		270	670	-400
Slitrk4	X	147582195	7334	#73af42	SLIT and NTRK-like family, member 4	180	0	0	0		270	670	-400
Rcbtb1	15	39622572	42763	#73af42	RCC1 and BTB domain containing protein 1	180	0	0	0		270	670	-400
Mir483	1	215832088	72	#73af42	microRNA 483	180	0	0	0		270	670	-400
RGD1561795	8	13275270	15503	#73af42	similar to RIKEN cDNA 1700012B09	180	0	0	0		270	670	-400
C2cd4c	7	12974169	2161	#73af42	C2 calcium-dependent domain containing 4C	180	0	0	0		270	670	-400
Rdh14	6	36106926	5143	#73af42	retinol dehydrogenase 14	180	0	0	0		270	670	-400
Hormad1	2	197682000	37254	#73af42	HORMA domain containing 1	180	0	0	0		270	670	-400
Lhfpl6	2	142262236	199744	#73af42	LHFPL tetraspan subfamily member 6	180	0	0	0		270	670	-400
Inpp5a	1	211732470	188372	#73af42	inositol polyphosphate-5-phosphatase A	180	0	0	0		270	670	-400
Ints10	16	22617334	29933	#73af42	integrator complex subunit 10	180	0	0	0		270	670	-400
RGD1308428		90097331	52986	#73af42		180	0	0	0		-1	-1	-1
Vom2r76	9	7643533	24355	#73af42	vomeronasal 2 receptor, 76	180	0	0	0		270	670	-400
Polr3gl	2	198702591	16611	#73af42	RNA polymerase III subunit GL	180	0	0	0		270	670	-400
Rab36	20	14557739	15780	#73af42	RAB36, member RAS oncogene family	180	0	0	0		270	670	-400
Mms22l	5	38844546	116443	#73af42	MMS22-like, DNA repair protein	180	0	0	0		270	670	-400
Sumo3	20	11726497	10553	#73af42	small ubiquitin-like modifier 3	180	0	0	0		270	670	-400
Arl6ip6	3	38742072	25939	#73af42	ADP ribosylation factor like GTPase 6 interacting protein 6	180	0	0	0		270	670	-400
Prpf38b	2	211706246	9025	#73af42	pre-mRNA processing factor 38B	180	0	0	0		270	670	-400
Plac9	16	3851351	14200	#73af42	placenta associated 9	180	0	0	0		270	670	-400
Nfrkb	8	32530412	31543	#73af42	nuclear factor related to kappa B binding protein	180	0	0	0		270	670	-400
Erh	6	104280390	10515	#73af42	ERH, mRNA splicing and mitosis factor	180	0	0	0		270	670	-400
Lrmda	15	1269869	1076367	#73af42	leucine rich melanocyte differentiation associated	180	0	0	0		270	670	-400
Lin54	14	10786399	41709	#73af42	lin-54 DREAM MuvB core complex component	180	0	0	0		270	670	-400
Arrdc1	3	2129878	7058	#73af42	arrestin domain containing 1	180	0	0	0		270	670	-400
Bloc1s4	14	79013808	1300	#73af42	biogenesis of lysosomal organelles complex 1 subunit 4	180	0	0	0		270	670	-400
Dlx3	10	82937971	5385	#73af42	distal-less homeobox 3	180	0	0	0		270	670	-400
Tmem231	19	44137444	21180	#73af42	transmembrane protein 231	180	0	0	0		270	670	-400
Dmrtb1	5	127266824	6832	#73af42	DMRT-like family B with proline-rich C-terminal, 1	180	0	0	0		270	670	-400
Ppme1	1	165335242	46974	#73af42	protein phosphatase methylesterase 1	180	0	0	0		270	670	-400
Thoc2	X	128153826	114489	#73af42	THO complex 2	180	0	0	0		270	670	-400
Atg9b	4	7314369	6660	#73af42	autophagy related 9B	180	0	0	0		270	670	-400
Zfyve16	2	22062485	43225	#73af42	zinc finger FYVE-type containing 16	180	0	0	0		270	670	-400
Lipn	1	252377169	16171	#73af42	lipase, family member N	180	0	0	0		270	670	-400
Vwce	1	226687258	30731	#73af42	von Willebrand factor C and EGF domains	180	0	0	0		270	670	-400
Smtnl2	10	58951846	21174	#73af42	smoothelin-like 2	180	0	0	0		270	670	-400
Trank1	8	119566509	77740	#73af42	tetratricopeptide repeat and ankyrin repeat containing 1	180	0	0	0		270	670	-400
Pced1a	3	122942385	3904	#73af42	PC-esterase domain containing 1A	180	0	0	0		270	670	-400
Peli2	15	24942218	142032	#73af42	pellino E3 ubiquitin protein ligase family member 2	180	0	0	0		270	670	-400
Zc3h7a	10	4536180	39463	#73af42	zinc finger CCCH type containing 7 A	180	0	0	0		270	670	-400
Fopnl		730247	20814	#73af42		180	0	0	0		-1	-1	-1
Ostn	11	76855895	22141	#73af42	osteocrin	180	0	0	0		270	670	-400
Cry1	7	24534615	99483	#73af42	cryptochrome circadian regulator 1	180	0	0	0		270	670	-400
Naprt	7	116922991	3445	#73af42	nicotinate phosphoribosyltransferase	180	0	0	0		270	670	-400
Adamts5	11	25411174	45459	#73af42	ADAM metallopeptidase with thrombospondin type 1 motif, 5	180	0	0	0		270	670	-400
Rnf217	1	28301960	89622	#73af42	ring finger protein 217	180	0	0	0		270	670	-400
Chn1	3	60513088	42868	#73af42	chimerin 1	180	0	0	0		270	670	-400
Prkab1	12	46316401	10375	#73af42	protein kinase AMP-activated non-catalytic subunit beta 1	180	0	0	0		270	670	-400
Inhbe	7	70641423	1425	#73af42	inhibin subunit beta E	180	0	0	0		270	670	-400
Qtrt2	11	61761613	18009	#73af42	queuine tRNA-ribosyltransferase accessory subunit 2	180	0	0	0		270	670	-400
Grid2	4	94068742	1374036	#73af42	glutamate ionotropic receptor delta type subunit 2	180	0	0	0		270	670	-400
Ssrp1	3	72447969	9648	#73af42	structure specific recognition protein 1	180	0	0	0		270	670	-400
Gak	14	2100106	74212	#73af42	cyclin G associated kinase	180	0	0	0		270	670	-400
Rpl5	14	2860965	6432	#73af42	ribosomal protein L5	180	0	0	0		270	670	-400
Mmp2	19	15542771	27818	#73af42	matrix metallopeptidase 2	180	7	7	0		12	64	-52
Thbd	3	142748673	3652	#73af42	thrombomodulin	180	0	0	0		270	670	-400
Chrna1	3	60445659	15065	#73af42	cholinergic receptor nicotinic alpha 1 subunit	180	0	0	0		270	670	-400
Acot1	6	107485088	7992	#73af42	acyl-CoA thioesterase 1	180	0	0	0		270	670	-400
Mir341	6	133733240	95	#73af42	microRNA 341	180	0	0	0		270	670	-400
LOC102549471		167158747	21305	#73af42		180	0	0	0		-1	-1	-1
Mir339	12	17369002	95	#73af42	microRNA 339	180	0	0	0		270	670	-400
Fer1l4	3	151564604	35536	#73af42	fer-1-like family member 4	180	0	0	0		270	670	-400
Gpat4	16	73615949	33822	#73af42	glycerol-3-phosphate acyltransferase 4	180	0	0	0		270	670	-400
Pla2r1	3	46488963	132910	#73af42	phospholipase A2 receptor 1	180	0	0	0		270	670	-400
Olah	17	78879063	24843	#73af42	oleoyl-ACP hydrolase	180	0	0	0		270	670	-400
Nolc1	1	265829108	10710	#73af42	nucleolar and coiled-body phosphoprotein 1	180	0	0	0		270	670	-400
Ephx2	15	42757278	36911	#73af42	epoxide hydrolase 2	180	0	0	0		270	670	-400
Tmeff1	5	64326733	85791	#73af42	transmembrane protein with EGF-like and two follistatin-like domains 1	180	0	0	0		270	670	-400
Senp2	11	82630436	34118	#73af42	SUMO specific peptidase 2	180	0	0	0		270	670	-400
Akap4	X	16296030	10048	#73af42	A-kinase anchoring protein 4	180	0	0	0		270	670	-400
Avil	7	70292565	18023	#73af42	advillin	180	0	0	0		270	670	-400
Ak1	3	11652143	6986	#73af42	adenylate kinase 1	180	0	0	0		270	670	-400
Nrgn	8	40015049	8144	#73af42	neurogranin	180	0	0	0		270	670	-400
Hivep2	1	8129354	204536	#73af42	HIVEP zinc finger 2	180	0	0	0		270	670	-400
Lcn5	3	2877293	4012	#73af42	lipocalin 5	180	0	0	0		270	670	-400
Brd2	20	3910562	7207	#73af42	bromodomain containing 2	180	0	0	0		270	670	-400
Unc5c	2	247045813	351670	#73af42	unc-5 netrin receptor C	180	0	0	0		270	670	-400
C1galt1	4	33908299	30578	#73af42	core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase, 1	180	0	0	0		270	670	-400
Gabrg3	1	112158530	653424	#73af42	gamma-aminobutyric acid type A receptor subunit gamma 3	180	0	0	0		270	670	-400
Fstl1	11	65792201	53174	#73af42	follistatin-like 1	180	0	0	0		270	670	-400
Abca2	3	2648865	19905	#73af42	ATP binding cassette subfamily A member 2	180	0	0	0		270	670	-400
Thoc6	10	12989135	5360	#73af42	THO complex 6	180	0	0	0		270	670	-400
Idh1	9	71882480	21243	#73af42	isocitrate dehydrogenase (NADP(+)) 1	180	0	0	0		270	670	-400
Grik5	1	81885516	61198	#73af42	glutamate ionotropic receptor kainate type subunit 5	180	0	0	0		270	670	-400
Ei24	8	39254885	16231	#73af42	EI24, autophagy associated transmembrane protein	180	0	0	0		270	670	-400
LOC367195	8	132026581	2884	#73af42	similar to 60S RIBOSOMAL PROTEIN L7	180	0	0	0		270	670	-400
Ascc1	20	29558689	90205	#73af42	activating signal cointegrator 1 complex subunit 1	180	0	0	0		270	670	-400
Hnrnpa1	7	144865640	4291	#73af42	heterogeneous nuclear ribonucleoprotein A1	180	0	0	0		270	670	-400
Chkb	7	130404832	3355	#73af42	choline kinase beta	180	0	0	0		270	670	-400
Psmb2	5	144702004	32216	#73af42	proteasome 20S subunit beta 2	180	0	0	0		270	670	-400
Slc3a1	6	8284937	33710	#73af42	solute carrier family 3 member 1	180	0	0	0		270	670	-400
Gucy2e	1	55835695	15540	#73af42	guanylate cyclase 2E	180	0	0	0		270	670	-400
Defa7	16	75414786	769	#73af42	defensin alpha 7	180	0	0	0		270	670	-400
Kif13a	17	18151982	183037	#73af42	kinesin family member 13A	180	0	0	0		270	670	-400
Calhm1	1	266916312	2719	#73af42	calcium homeostasis modulator 1	180	0	0	0		270	670	-400
Art4	4	170830851	10336	#73af42	ADP-ribosyltransferase 4	180	0	0	0		270	670	-400
Wnk2	17	15924048	108223	#73af42	WNK lysine deficient protein kinase 2	180	0	0	0		270	670	-400
Wars2	2	201172312	83391	#73af42	tryptophanyl tRNA synthetase 2 (mitochondrial)	180	0	0	0		270	670	-400
Phf20l1	7	107410037	35182	#73af42	PHD finger protein 20-like 1	180	0	0	0		270	670	-400
Anks1b	7	30507135	1175855	#73af42	ankyrin repeat and sterile alpha motif domain containing 1B	180	0	0	0		270	670	-400
Rbm26	15	89268280	71043	#73af42	RNA binding motif protein 26	180	0	0	0		270	670	-400
St8sia1	4	177065266	130676	#73af42	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	180	0	0	0		270	670	-400
Mrps12	1	86920680	2895	#73af42	mitochondrial ribosomal protein S12	180	0	0	0		270	670	-400
RGD1306474	7	60305006	4872	#73af42	similar to RIKEN cDNA 9530003J23	180	0	0	0		270	670	-400
Suv39h2	17	78762991	19025	#73af42	suppressor of variegation 3-9 homolog 2	180	0	0	0		270	670	-400
Pla2g4b	3	111825162	8364	#73af42	phospholipase A2 group IVB	180	0	0	0		270	670	-400
Sowahd	X	123662477	1629	#73af42	sosondowah ankyrin repeat domain family member D	180	0	0	0		270	670	-400
Tubgcp6	7	130080895	20963	#73af42	tubulin, gamma complex associated protein 6	180	0	0	0		270	670	-400
Rasd1	10	46330363	1705	#73af42	ras related dexamethasone induced 1	180	0	0	0		270	670	-400
Ndufa13	16	21275311	6935	#73af42	NADH:ubiquinone oxidoreductase subunit A13	180	0	0	0		270	670	-400
Aadacl2	2	150344307	20726	#73af42	arylacetamide deacetylase-like 2	180	0	0	0		270	670	-400
Zfp516	18	79813759	40107	#73af42	zinc finger protein 516	180	0	0	0		270	670	-400
Nebl	17	84141014	106024	#73af42	nebulette	180	0	0	0		270	670	-400
Mdh1b	9	70404093	46077	#73af42	malate dehydrogenase 1B	180	0	0	0		270	670	-400
Rras2	1	178940515	69742	#73af42	RAS related 2	180	0	0	0		270	670	-400
Psma8	18	6114757	67636	#73af42	proteasome 20S subunit alpha 8	180	0	0	0		270	670	-400
Slc41a1	13	48607308	20691	#73af42	solute carrier family 41 member 1	180	0	0	0		270	670	-400
Rdh12	6	102392828	12922	#73af42	retinol dehydrogenase 12	180	0	0	0		270	670	-400
Defb2	16	75227468	13835	#73af42	defensin beta 2	180	0	0	0		270	670	-400
Ints2	10	73632809	58078	#73af42	integrator complex subunit 2	180	0	0	0		270	670	-400
Cpn2	11	74057395	9515	#73af42	carboxypeptidase N subunit 2	180	0	0	0		270	670	-400
Vwf	4	158088533	130992	#73af42	von Willebrand factor	180	0	0	0		270	670	-400
Eif4ebp1	16	68954860	13388	#73af42	eukaryotic translation initiation factor 4E binding protein 1	180	0	0	0		270	670	-400
