#name	chromosome	start	length	color	full_name	days_in_timeframe	recent_timeframe_citation_count	past_timeframe_citation_count	citation_count_delta	significance	recent_gene_rank	past_gene_rank	rank_delta
FOXP3	X	42469693	6650	#73af42	forkhead box P3	180	0	0	0		7	37	-30
MIR532	X	42899698	58	#73af42	microRNA mir-532	180	0	0	0		7	37	-30
MIR188	X	42900070	85	#73af42	microRNA mir-188	180	0	0	0		7	37	-30
MIR500	X	42904884	58	#73af42	microRNA mir-500	180	0	0	0		7	37	-30
MIR362	X	42905380	67	#73af42	microRNA mir-362	180	0	0	0		7	37	-30
MIR660	X	42908977	58	#73af42	microRNA mir-660	180	0	0	0		7	37	-30
MIR502	X	42910613	58	#73af42	microRNA mir-502	180	0	0	0		7	37	-30
CCNB3	X	43088178	49015	#73af42	cyclin B3	180	0	0	0		7	37	-30
KDM5C	X	44765224	29991	#73af42	lysine demethylase 5C	180	0	0	0		7	37	-30
MIR98	X	45073740	79	#73af42	microRNA mir-98	180	0	0	0		7	37	-30
MIR8834B	X	46980293	144	#73af42	microRNA mir-8834b	180	0	0	0		7	37	-30
MIR8834A-2	X	47559614	140	#73af42	microRNA mir-8834a-2	180	0	0	0		7	37	-30
MIR8834A-1	12	47559617	137	#73af42	microRNA mir-8834a-1	180	0	0	0		7	37	-30
MIR1468	X	48293221	90	#73af42	microRNA mir-1468	180	0	0	0		7	37	-30
MIR223	X	49766866	102	#73af42	microRNA mir-223	180	0	0	0		7	37	-30
AR	X	50911398	182024	#73af42	androgen receptor	180	0	0	0		7	37	-30
EDA	X	53014333	436894	#73af42	ectodysplasin A	180	0	0	0		7	37	-30
MIR676	X	53431083	56	#73af42	microRNA mir-676	180	0	0	0		7	37	-30
IL2RG	X	54418234	3596	#73af42	interleukin 2 receptor subunit gamma	180	0	0	0		7	37	-30
CXCR3	X	54818992	2149	#73af42	C-X-C motif chemokine receptor 3	180	0	0	0		7	37	-30
RPS4X	X	55253288	5351	#73af42	ribosomal protein S4 X-linked	180	0	0	0		7	37	-30
COX16	8	55387065	511	#73af42	cytochrome c oxidase assembly factor COX16	180	0	0	0		7	37	-30
MIR421	X	56510590	55	#73af42	microRNA mir-421	180	0	0	0		7	37	-30
MIR374B	X	56510752	51	#73af42	microRNA mir-374b	180	0	0	0		7	37	-30
MIR545	X	56550729	105	#73af42	microRNA mir-545	180	0	0	0		7	37	-30
MIR374A	X	56550922	51	#73af42	microRNA mir-374a	180	0	0	0		7	37	-30
MIR384	X	58336613	62	#73af42	microRNA mir-384	180	0	0	0		7	37	-30
MIR325	X	58389624	93	#73af42	microRNA mir-325	180	0	0	0		7	37	-30
MIR361	X	65679081	62	#73af42	microRNA mir-361	180	0	0	0		7	37	-30
MIRLET7J	X	70592481	67	#73af42	microRNA let-7j	180	0	0	0		7	37	-30
TIMM8A	X	74251957	2851	#73af42	translocase of inner mitochondrial membrane 8A	180	0	0	0		7	37	-30
ARMCX1	X	74408650	4068	#73af42	armadillo repeat containing X-linked 1	180	0	0	0		7	37	-30
MIR8904A	X	75365129	98	#73af42	microRNA mir-8904a	180	0	0	0		7	37	-30
BEX4	X	75679298	586	#73af42	brain expressed X-linked 4	180	0	0	0		7	37	-30
PLP1	X	76287255	14821	#73af42	proteolipid protein 1	180	0	0	0		7	37	-30
CLDN2	X	79592206	952	#73af42	claudin 2	180	0	0	0		7	37	-30
COL4A5	X	81090795	265704	#73af42	collagen type IV alpha 5 chain	180	0	0	0		7	37	-30
MIR652	X	82399187	62	#73af42	microRNA mir-652	180	0	0	0		7	37	-30
MIR8904B	X	83149521	168	#73af42	microRNA mir-8904b	180	0	0	0		7	37	-30
MIR764	X	86546263	95	#73af42	microRNA mir-764	180	0	0	0		7	37	-30
HTR2C	X	86633342	164635	#73af42	5-hydroxytryptamine receptor 2C	180	0	0	0		7	37	-30
MIR448	X	86714503	109	#73af42	microRNA mir-448	180	0	0	0		7	37	-30
IL13RA2	X	86906747	29432	#73af42	interleukin 13 receptor subunit alpha 2	180	0	0	0		7	37	-30
PGRMC1	X	90522743	8705	#73af42	progesterone receptor membrane component 1	180	0	0	0		7	37	-30
LOC403555	X	91043456	16798	#73af42	SET translocation	180	0	0	0		7	37	-30
XIAP	X	94548275	19760	#73af42	X-linked inhibitor of apoptosis	180	0	0	0		7	37	-30
MIR2483	X	95768638	138	#73af42	microRNA mir-2483	180	0	0	0		7	37	-30
SLC25A14	X	100738590	31589	#73af42	solute carrier family 25 member 14	180	0	0	0		7	37	-30
MIR363	X	104168591	64	#73af42	microRNA mir-363	180	0	0	0		7	37	-30
MIR92A-2	X	104168758	60	#73af42	microRNA mir-92a-2	180	0	0	0		7	37	-30
MIR19B-2	X	104168894	63	#73af42	microRNA mir-19b-2	180	0	0	0		7	37	-30
MIR20B	X	104169023	67	#73af42	microRNA mir-20b	180	0	0	0		7	37	-30
MIR18B	X	104169271	76	#73af42	microRNA mir-18b	180	0	0	0		7	37	-30
MIR106A	X	104169450	56	#73af42	microRNA mir-106a	180	0	0	0		7	37	-30
HPRT1	X	104388675	38279	#73af42	hypoxanthine phosphoribosyltransferase 1	180	0	0	0		7	37	-30
MIR450B	X	104450492	57	#73af42	microRNA mir-450b	180	0	0	0		7	37	-30
MIR450A	X	104450644	90	#73af42	microRNA mir-450a	180	0	0	0		7	37	-30
MIR542	X	104451565	57	#73af42	microRNA mir-542	180	0	0	0		7	37	-30
MIR503	X	104456303	62	#73af42	microRNA mir-503	180	0	0	0		7	37	-30
MIR424	X	104456601	56	#73af42	microRNA mir-424	180	0	0	0		7	37	-30
PLAC1	X	104473936	45028	#73af42	placenta enriched 1	180	0	0	0		7	37	-30
FAM122B		104669579	20292	#73af42		180	0	0	0		-1	-1	-1
HTATSF1	X	105969034	18087	#73af42	HIV-1 Tat specific factor 1	180	0	0	0		7	37	-30
CD40LG	X	106131221	12171	#73af42	CD40 ligand	180	0	0	0		7	37	-30
MIR504	X	107813321	82	#73af42	microRNA mir-504	180	0	0	0		7	37	-30
F9	X	108621887	32463	#73af42	coagulation factor IX	180	0	0	0		7	37	-30
MIR505	X	108986817	75	#73af42	microRNA mir-505	180	0	0	0		7	37	-30
MIR8908C	X	113848819	82	#73af42	microRNA mir-8908c	180	0	0	0		7	37	-30
MIR8908E	X	113849798	140	#73af42	microRNA mir-8908e	180	0	0	0		7	37	-30
MIR8908B	X	113851469	120	#73af42	microRNA mir-8908b	180	0	0	0		7	37	-30
MIR8908D-2	X	113852942	112	#73af42	microRNA mir-8908d-2	180	0	0	0		7	37	-30
MIR8908A-4	X	113853859	144	#73af42	microRNA mir-8908a-4	180	0	0	0		7	37	-30
MIR8908A-1	X	113857051	144	#73af42	microRNA mir-8908a-1	180	0	0	0		7	37	-30
MIR8908D-3	X	113859130	122	#73af42	microRNA mir-8908d-3	180	0	0	0		7	37	-30
MIR8908A-2	X	113859985	144	#73af42	microRNA mir-8908a-2	180	0	0	0		7	37	-30
MIR8908D-1	X	113861831	142	#73af42	microRNA mir-8908d-1	180	0	0	0		7	37	-30
MIR8908A-3	X	113862767	144	#73af42	microRNA mir-8908a-3	180	0	0	0		7	37	-30
MIR8908F	X	113890402	144	#73af42	microRNA mir-8908f	180	0	0	0		7	37	-30
MIR506	X	114827236	134	#73af42	microRNA mir-506	180	0	0	0		7	37	-30
MIR507A	X	114827535	143	#73af42	microRNA mir-507a	180	0	0	0		7	37	-30
MIR508A	X	114833265	94	#73af42	microRNA mir-508a	180	0	0	0		7	37	-30
MIR508B	X	114833487	82	#73af42	microRNA mir-508b	180	0	0	0		7	37	-30
MIR507B	X	114840046	106	#73af42	microRNA mir-507b	180	0	0	0		7	37	-30
MIR514	X	114862684	76	#73af42	microRNA mir-514	180	0	0	0		7	37	-30
IDS	X	116666069	20417	#73af42	iduronate 2-sulfatase	180	0	0	0		7	37	-30
MIR2114	X	117480732	142	#73af42	microRNA mir-2114	180	0	0	0		7	37	-30
VMA21	X	118368631	5825	#73af42	vacuolar ATPase assembly factor VMA21	180	0	0	0		7	37	-30
MIR224	X	118866161	68	#73af42	microRNA mir-224	180	0	0	0		7	37	-30
MIR452	X	118867195	84	#73af42	microRNA mir-452	180	0	0	0		7	37	-30
MIR105A	X	119344347	80	#73af42	microRNA mir-105a	180	0	0	0		7	37	-30
MIR105B	X	119346502	79	#73af42	microRNA mir-105b	180	0	0	0		7	37	-30
BGN	X	120233690	13275	#73af42	biglycan	180	0	0	0		7	37	-30
SSR4	X	120519688	4742	#73af42	signal sequence receptor subunit 4	180	0	0	0		7	37	-30
AVPR2	X	120663338	1991	#73af42	arginine vasopressin receptor 2	180	0	0	0		7	37	-30
MIR718	X	120773133	71	#73af42	microRNA mir-718	180	0	0	0		7	37	-30
OPN1LW	X	120885349	12864	#73af42	opsin 1, medium wave sensitive	180	0	0	0		7	37	-30
GDI1	X	121052346	5091	#73af42	GDP dissociation inhibitor 1	180	0	0	0		7	37	-30
MPP1	X	121726260	26801	#73af42	membrane palmitoylated protein 1	180	0	0	0		7	37	-30
F8	X	121771228	147386	#73af42	coagulation factor VIII	180	0	0	0		7	37	-30
FUNDC2	X	121921891	18130	#73af42	FUN14 domain containing 2	180	0	0	0		7	37	-30
CLIC2	X	122138186	22606	#73af42	chloride intracellular channel 2	180	0	0	0		7	37	-30
CTSA	24	33151886	6150	#73af42	cathepsin A	180	0	4	-4		7	36	-29
CD274	1	93771527	18006	#73af42	CD274 molecule	180	0	5	-5		7	25	-18
CCDC66	20	33430153	44763	#73af42	coiled-coil domain containing 66	180	0	5	-5		7	25	-18
CTLA4	37	12541354	6162	#73af42	cytotoxic T-lymphocyte associated protein 4	180	0	5	-5		7	25	-18
GJA1	1	61052769	2939	#73af42	gap junction protein alpha 1	180	0	6	-6		7	8	-1
CYB5R3	10	23282809	27947	#73af42	cytochrome b5 reductase 3	180	0	6	-6		7	8	-1
SEC61A1	20	1812164	17730	#73af42	SEC61 translocon subunit alpha 1	180	0	6	-6		7	8	-1
MAPRE1	24	22093309	32617	#73af42	microtubule associated protein RP/EB family member 1	180	0	6	-6		7	8	-1
TJP1	3	38917560	110598	#73af42	tight junction protein 1	180	0	6	-6		7	8	-1
HIF1A	8	36456745	42635	#73af42	hypoxia inducible factor 1 subunit alpha	180	0	6	-6		7	8	-1
TTC8	8	60013742	52799	#73af42	tetratricopeptide repeat domain 8	180	0	6	-6		7	8	-1
GH1	9	12440328	1855	#73af42	growth hormone	180	0	6	-6		7	8	-1
SLC9A1	2	70441940	48573	#73af42	solute carrier family 9 member A1	180	0	7	-7		7	3	4
IFNG	10	10399244	4823	#73af42	interferon gamma	180	0	8	-8		7	1	6
ARSB	3	27726564	166015	#73af42	arylsulfatase B	180	0	8	-8		7	1	6
